"dispute_id","description","category"
"D1066","The transaction did not complete, but the amount has not been reversed yet.","FAILED_TRANSACTION"
"D1067","I got an error message, but the amount was still deducted. The merchant has no record of it.","FAILED_TRANSACTION"
"D1068","My transfer to a friend failed, but the funds have not been returned to my balance.","FAILED_TRANSACTION"
"D1069","Debited for an online payment that did not go through.","FAILED_TRANSACTION"
"D1070","This transaction was made in a city I have never visited. I believe my card was cloned.","FRAUD"
"D1071","I received a suspicious OTP request, and then this fraudulent transaction occurred.","FRAUD"
"D1072","My wallet was stolen, and these charges appeared on my card soon after.","FRAUD"
"D1073","I did not authorize this payment to an overseas gaming company.","FRAUD"
"D1074","This is a fraudulent charge from a website I have never heard of.","FRAUD"
"D1075","I was promised a refund for an undelivered item. It is still pending.","REFUND_PENDING"
"D1076","The returned goods were received by the seller, but no refund has been initiated.","REFUND_PENDING"
"D1077","My security deposit has not been returned after I moved out.","REFUND_PENDING"
"D1078","I am waiting for a credit for a service that was cancelled by the provider.","REFUND_PENDING"
"D1079","The refund for my returned clothes is taking much longer than their policy states.","REFUND_PENDING"
"D1080","The ATM dispensed only half the amount I requested, but debited the full sum.","OTHERS"
"D1081","I was billed in USD instead of my local currency, resulting in a much higher charge.","OTHERS"
"D1082","The service quality was abysmal and not worth the amount I paid.","OTHERS"
"D1083","The merchant charged me for an annual plan when I only signed up for a monthly one.","OTHERS"
"D1084","The tip amount I entered on the machine is different from what I was charged.","OTHERS"
"D1085","I see two charges for the same taxi ride in my app history.","DUPLICATE_CHARGE"
"D1086","My EMI was deducted on the 5th and then again on the 7th of the month.","DUPLICATE_CHARGE"
"D1087","I think the cashier swiped my card twice by mistake.","DUPLICATE_CHARGE"
"D1088","A recurring donation was processed two times in the same month.","DUPLICATE_CHARGE"
"D1089","The website was slow, so I refreshed and it looks like I was billed twice.","DUPLICATE_CHARGE"
"D1090","Payment failed due to a server error, but the amount was debited and not returned.","FAILED_TRANSACTION"
"D1091","The money was debited but the beneficiary's account was not credited.","FAILED_TRANSACTION"
"D1092","The transaction is stuck in a 'pending' state and the recipient has not been paid.","FAILED_TRANSACTION"
"D1093","My account was charged, but the order was not placed due to a website error.","FAILED_TRANSACTION"
"D1094","A failed ATM withdrawal resulted in a debit on my account.","FAILED_TRANSACTION"
"D1095","My account was hacked and this unauthorized UPI transfer was made.","FRAUD"
"D1096","I clicked on a phishing link and then noticed this strange transaction.","FRAUD"
"D1097","I have never purchased anything from this merchant. This is a fraudulent charge.","FRAUD"
"D1098","My new credit card was used before I even received it in the mail.","FRAUD"
"D1099","Someone has set up a recurring payment on my card without my knowledge.","FRAUD"
"D1100","The order was cancelled due to no stock, still waiting for the money to be returned.","REFUND_PENDING"
"D1101","I returned a defective product and the merchant agreed to a refund, which is still pending.","REFUND_PENDING"
"D1102","I have an email confirmation of my refund, but the money is not in my bank.","REFUND_PENDING"
"D1103","My subscription was cancelled, but the refund for the remaining term is not here.","REFUND_PENDING"
"D1104","I am still waiting for the money from a returned online purchase.","REFUND_PENDING"
"D1105","I was charged for a large pizza but only received a small one.","OTHERS"
"D1106","The item was supposed to be free shipping, but I was charged a shipping fee.","OTHERS"
"D1107","The product I received is a different, cheaper model than the one I ordered.","OTHERS"
"D1108","The repair service I paid for did not fix the problem.","OTHERS"
"D1109","The merchant's name on my statement is different from the shop I was in.","OTHERS"
"D1110","My wife and I both paid the same bill by mistake. I need one payment reversed.","DUPLICATE_CHARGE"
"D1111","A single purchase appears twice in my recent transactions list.","DUPLICATE_CHARGE"
"D1112","The app crashed and took the payment for my order twice.","DUPLICATE_CHARGE"
"D1113","My monthly membership fee was deducted two times this cycle.","DUPLICATE_CHARGE"
"D1114","I was charged for a parking session, and then charged the exact same amount again a minute later.","DUPLICATE_CHARGE"
"D1115","The payment gateway showed an error, but the debit appears on my card statement.","FAILED_TRANSACTION"
"D1116","Money was deducted, but my mobile recharge was not successful.","FAILED_TRANSACTION"
"D1117","My transfer is marked as 'failed' but the amount has not been credited back.","FAILED_TRANSACTION"
"D1118","I was charged but the booking was not confirmed due to a system timeout.","FAILED_TRANSACTION"
"D1119","The payment did not go through to the merchant, however, the amount was taken from me.","FAILED_TRANSACTION"
"D1120","I don't recognize this charge. I suspect my details were stolen from a recent data breach.","FRAUD"
"D1121","This is a fraudulent withdrawal from an ATM in a location I have not been to.","FRAUD"
"D1122","My phone was stolen, and the thief made this UPI payment.","FRAUD"
"D1123","I received an alert for this transaction while I was sleeping. It was not me.","FRAUD"
"D1124","This charge is for a 'free trial' that I cancelled before the billing date.","FRAUD"
"D1125","The merchant cancelled my order. Why has the charge not been refunded yet?","REFUND_PENDING"
"D1126","The refund for my returned jacket has been pending for 20 days.","REFUND_PENDING"
"D1127","I was overcharged for a taxi ride and the driver promised a refund which has not come.","REFUND_PENDING"
"D1128","I am still waiting for the credit for the part of my order that was missing.","REFUND_PENDING"
"D1129","My flight was cancelled and I am still chasing the airline for my money.","REFUND_PENDING"
"D1130","The hotel has charged me for damages that were already there when I checked in.","OTHERS"
"D1131","The item I received is not authentic. I am disputing the charge.","OTHERS"
"D1132","I was charged a no-show fee for an appointment that I had cancelled in advance.","OTHERS"
"D1133","The price on the shelf was different from the price I was charged at the till.","OTHERS"
"D1134","I was billed for an entire year when I wanted to pay monthly.","OTHERS"
"D1135","I have two identical debits for my electricity bill this month.","DUPLICATE_CHARGE"
"D1136","The exact same amount was charged to my card twice in a row at the cafe.","DUPLICATE_CHARGE"
"D1137","My rent payment was processed twice by the payment portal.","DUPLICATE_CHARGE"
"D1138","I tapped my card, it was declined, so I used chip and PIN. Now both are charged.","DUPLICATE_CHARGE"
"D1139","A single online purchase resulted in two identical pending transactions.","DUPLICATE_CHARGE"
"D1140","My NEFT transfer failed due to server issues, but the amount is still debited.","FAILED_TRANSACTION"
"D1141","The transaction was unsuccessful, but a hold for the amount was placed on my card.","FAILED_TRANSACTION"
"D1142","The beneficiary bank rejected the payment, but the money is not back in my account.","FAILED_TRANSACTION"
"D1143","My account was charged but the merchant's system shows the order as 'cancelled'.","FAILED_TRANSACTION"
"D1144","The debit for my failed attempt to pay a bill has not been reversed.","FAILED_TRANSACTION"
"D1145","I don't know this company. This transaction is fraudulent. Please block my card.","FRAUD"
"D1146","My card details were compromised and used on this foreign website.","FRAUD"
"D1147","I did not make this purchase. It happened while my card was safely at home with me.","FRAUD"
"D1148","Someone used my card for a series of small, suspicious online ads.","FRAUD"
"D1149","This payment was made after I had already reported my card lost to the bank.","FRAUD"
"D1150","I returned the product via courier, and I have the tracking number. The refund is still pending.","REFUND_PENDING"
"D1151","The merchant has ceased trading, and I am still waiting for a refund for undelivered goods.","REFUND_PENDING"
"D1152","I'm waiting for a refund that was promised as a goodwill gesture by the manager.","REFUND_PENDING"
"D1153","The event I had tickets for was cancelled. No refund has been issued yet.","REFUND_PENDING"
"D1154","I am still awaiting a refund for a duplicate charge from last month's statement.","REFUND_PENDING"
"D1155","I was charged for a service call, even though the technician could not fix the appliance.","OTHERS"
"D1156","The product is not fit for purpose and I am disputing the charge.","OTHERS"
"D1157","I am being charged a subscription fee for an account I deleted.","OTHERS"
"D1158","The rental car company billed me for a scratch that was already documented.","OTHERS"
"D1159","The 'buy one get one free' offer was not applied, and I was charged for both items.","OTHERS"
"D1160","The system double-charged my card for an annual software license.","DUPLICATE_CHARGE"
"D1161","My credit card was charged twice for the same meal.","DUPLICATE_CHARGE"
"D1162","I can see two payments for my one phone bill.","DUPLICATE_CHARGE"
"D1163","The POS machine was rebooted and my card was swiped again, causing a double charge.","DUPLICATE_CHARGE"
"D1164","I paid for one item but have been charged for it twice.","DUPLICATE_CHARGE"
"D1165","The money was debited but the bill payment status is still 'unpaid'.","FAILED_TRANSACTION"
"D1166","I have a debit on my account for a transaction that did not go through successfully.","FAILED_TRANSACTION"
"D1167","The merchant's website crashed, but not before taking my money for a failed order.","FAILED_TRANSACTION"
"D1168","The funds were taken but the international transfer did not complete.","FAILED_TRANSACTION"
"D1169","My payment for school fees failed, but the amount was deducted from my savings account.","FAILED_TRANSACTION"
"D1170","I would never shop at this website. This charge is a clear case of fraud.","FRAUD"
"D1171","This transaction looks highly suspicious, I did not authorize it.","FRAUD"
"D1172","I've been a victim of a SIM swap, leading to this fraudulent UPI payment.","FRAUD"
"D1173","The merchant name is fake and I was scammed into this payment.","FRAUD"
"D1174","I am still waiting for my money back from a purchase I returned over a month ago.","REFUND_PENDING"
"D1175","The refund for the cancelled order has not been processed by the merchant.","REFUND_PENDING"
"D1176","The credit for my returned item is taking an unreasonable amount of time.","REFUND_PENDING"
"D1177","I was told the refund would be instant, but it's been days.","REFUND_PENDING"
"D1178","The service I received was incomplete and not what I agreed to.","OTHERS"
"D1179","The amount charged is different from the amount on the invoice.","OTHERS"
"D1180","I am disputing this charge as the goods were delivered in a damaged condition.","OTHERS"
"D1181","A 'convenience fee' was added to my transaction that I did not agree to.","OTHERS"
"D1182","I have two identical charges from my cloud storage provider this month.","DUPLICATE_CHARGE"
"D1183","My card was accidentally charged twice for one round of drinks.","DUPLICATE_CHARGE"
"D1184","An error in the app caused my payment to be submitted twice.","DUPLICATE_CHARGE"
"D1185","My bank statement shows two debits for a single purchase.","DUPLICATE_CHARGE"
"D1186","The transaction failed but the amount was blocked from my available credit.","FAILED_TRANSACTION"
"D1187","I was debited but the beneficiary did not receive the money due to a technical error.","FAILED_TRANSACTION"
"D1188","The payment was rejected by the merchant's bank, but the funds have not returned.","FAILED_TRANSACTION"
"D1189","The payment portal froze and I was charged even though the transaction was not confirmed.","FAILED_TRANSACTION"
"D1190","My card was used for an in-app purchase that I never made. It's my child.","FRAUD"
"D1191","This is a fraudulent charge. I want to report it and get a new card.","FRAUD"
"D1192","The merchant is unknown and the transaction time/location is impossible for me.","FRAUD"
"D1193","I'm still waiting on a refund for a concert that was cancelled.","REFUND_PENDING"
"D1194","My return was accepted in-store, but the refund has yet to appear on my statement.","REFUND_PENDING"
"D1195","The seller agreed to credit my account for a partial refund, but hasn't.","REFUND_PENDING"
"D1196","I paid for express delivery, but the item arrived late. The merchant is refusing to refund the shipping fee.","OTHERS"
"D1197","The product I received is significantly different from its online description.","OTHERS"
"D1198","I am being charged for extra services that I explicitly declined at the hotel.","OTHERS"
"D1199","My auto-debit and a manual payment for my loan have both gone through.","DUPLICATE_CHARGE"
"D1200","I have two charges for the same amount, from the same vendor, with timestamps that are one second apart.","DUPLICATE_CHARGE"
"D1201","The booking website charged my card, and the hotel also charged my card for the same stay.","DUPLICATE_CHARGE"
"D1202","My payment failed, but the amount has been deducted. I tried again, and it was deducted again.","DUPLICATE_CHARGE"
"D1203","My account was charged but the investment order was not placed.","FAILED_TRANSACTION"
"D1204","The transaction failed due to incorrect beneficiary details, but the money is gone.","FAILED_TRANSACTION"
"D1205","I was debited but the service I paid for was not activated due to a system issue.","FAILED_TRANSACTION"
"D1206","This charge appeared on my statement from a company I have never dealt with.","FRAUD"
"D1207","My card was used to buy something online while I was on a flight with no internet.","FRAUD"
"D1208","The security on my account was breached, leading to this unauthorized payment.","FRAUD"
"D1209","I have a credit memo from the merchant but the credit has not reflected on my card.","REFUND_PENDING"
"D1210","The refund for the out-of-stock item in my order is still pending.","REFUND_PENDING"
"D1211","I'm waiting for a refund for a service that was cancelled by the provider due to unforeseen circumstances.","REFUND_PENDING"
"D1212","I paid my bill, but am still being charged a late payment fee.","OTHERS"
"D1213","The warranty for the product I bought is not being honored by the merchant.","OTHERS"
"D1214","The subscription was renewed at a higher price without any prior notification.","OTHERS"
"D1215","My auto-recharge processed twice on the same day.","DUPLICATE_CHARGE"
"D1216","The website gave a 504 error, so I tried again. Now I have two charges.","DUPLICATE_CHARGE"
"D1217","A payment for my order was taken, and then an identical payment was taken when it shipped.","DUPLICATE_CHARGE"
"D1218","The transaction status says 'error', but my account has been debited.","FAILED_TRANSACTION"
"D1219","The payment seems to be lost in transit. My account is debited but the merchant was not paid.","FAILED_TRANSACTION"
"D1220","I was debited but the recipient's VPA is invalid, so the payment should have failed and returned.","FAILED_TRANSACTION"
"D1221","I received a text message from a scammer and this charge appeared right after.","FRAUD"
"D1222","This is a fraudulent renewal of a service I cancelled and disputed last year.","FRAUD"
"D1223","I lost my phone and the finder used my stored card details to make this payment.","FRAUD"
"D1224","I returned the rental car, but the security hold has not been released yet.","REFUND_PENDING"
"D1225","The merchant's return policy states a 7-day refund, it's been 15 days.","REFUND_PENDING"
"D1226","My deposit for the event venue has not been refunded after the event.","REFUND_PENDING"
"D1227","The quality of the item is so poor that I consider it a scam. I want to dispute the charge.","OTHERS"
"D1228","I am being billed for a service even after my contract was officially terminated.","OTHERS"
"D1229","The exchange rate applied to my transaction is far from the market rate.","OTHERS"
"D1230","I paid once with my card, and once with the app. Both were charged.","DUPLICATE_CHARGE"
"D1231","The cashier was distracted and charged my card two times for the same items.","DUPLICATE_CHARGE"
"D1232","I have two identical debits for one order. Please reverse one.","DUPLICATE_CHARGE"
"D1233","My card was charged but the merchant's machine ran out of paper and he said it failed.","FAILED_TRANSACTION"
"D1234","The money was debited but the application submission was unsuccessful.","FAILED_TRANSACTION"
"D1235","My account has been charged but my order history on the website is empty.","FAILED_TRANSACTION"
"D1236","I have been a victim of identity theft. This transaction is not mine.","FRAUD"
"D1237","This charge is from a suspicious link I was sent in an email.","FRAUD"
"D1238","An unauthorized charge appeared on my card from a merchant I blocked.","FRAUD"
"D1239","My refund for a cancelled flight is stuck in 'processing' for weeks.","REFUND_PENDING"
"D1240","I am still waiting for the reimbursement for a returned item.","REFUND_PENDING"
"D1241","The seller is not responding to my messages after I returned the product.","REFUND_PENDING"
"D1242","The plumber charged me for a full hour, but was only here for 15 minutes.","OTHERS"
"D1243","The price advertised online was different from the in-store price I was charged.","OTHERS"
"D1244","This charge includes items that were removed from my order.","OTHERS"
"D1245","I paid my subscription with a gift card, but my credit card was also charged.","DUPLICATE_CHARGE"
"D1246","I have two charges from the same company with slightly different names.","DUPLICATE_CHARGE"
"D1247","The transaction did not succeed, but the debit is showing in my activity feed.","FAILED_TRANSACTION"
"D1248","I entered the wrong CVV, the payment failed, but my account was debited.","FAILED_TRANSACTION"
"D1249","My card was used to pay for a subscription on someone else's account.","FRAUD"
"D1250","This is a fraudulent in-app purchase. I want to contest this charge.","FRAUD"
"D1251","The merchant promised a credit to my account for a service issue, it's not here yet.","REFUND_PENDING"
"D1252","I am still waiting for the balance of my security deposit to be returned.","REFUND_PENDING"
"D1253","The product delivered is counterfeit. This is not what was advertised.","OTHERS"
"D1254","I am disputing this transaction because the service was never rendered.","OTHERS"
"D1255","A duplicate charge has appeared on my pending transactions.","DUPLICATE_CHARGE"
"D1256","The merchant's payment system has charged me twice for one invoice.","DUPLICATE_CHARGE"
"D1257","A technical glitch caused my payment to be taken twice.","DUPLICATE_CHARGE"
"D1258","The money was taken, but the merchant says my payment failed their security check.","FAILED_TRANSACTION"
"D1259","I have a debit here but no corresponding order or service.","FAILED_TRANSACTION"
"D1260","This unauthorized payment was made from my account while my phone was off.","FRAUD"
"D1261","I was scammed by a fake investment website. This is the charge.","FRAUD"
"D1262","The refund for my returned book is still not processed.","REFUND_PENDING"
"D1263","I am awaiting a refund for the part of my tour that was cancelled.","REFUND_PENDING"
"D1264","The hotel charged my card for a room service order I never placed.","OTHERS"
"D1265","I'm being billed for a higher data plan than the one I selected.","OTHERS"
"D1266","My card was billed twice for a single entry ticket.","DUPLICATE_CHARGE"
"D1267","I was charged once online, and then again when I picked up the item in-store.","DUPLICATE_CHARGE"
"D1268","The payment failed, but the amount has not been released back to my available balance.","FAILED_TRANSACTION"
"D1269","My account was charged but the ticket booking was not completed.","FAILED_TRANSACTION"
"D1270","This charge is from a suspicious merchant and I fear my card has been compromised.","FRAUD"
"D1271","I have never authorized recurring payments to this company.","FRAUD"
"D1272","I'm still waiting for a credit from the airline for a flight change fee.","REFUND_PENDING"
"D1273","The amount of the refund I received is incorrect; it should be higher.","REFUND_PENDING"
"D1274","This charge contains a sales tax, but my organization is tax-exempt.","OTHERS"
"D1275","The final charge from the rental company has unexplained fees.","OTHERS"
"D1276","I have two identical charges for my child's school fees this term.","DUPLICATE_CHARGE"
"D1277","The website timed out, but it seems to have charged me twice.","DUPLICATE_CHARGE"
"D1278","I was debited for a transaction that failed due to a PIN error.","FAILED_TRANSACTION"
"D1279","The money left my account but the transfer has not been received by the beneficiary after 3 days.","FAILED_TRANSACTION"
"D1280","This is not my spending pattern. This transaction is clearly fraudulent.","FRAUD"
"D1281","I received a fake invoice and was tricked into paying this amount.","FRAUD"
"D1282","The merchant has confirmed they cancelled the order. I am still waiting for the credit.","REFUND_PENDING"
"D1283","The refund for my damaged delivery is taking too long.","REFUND_PENDING"
"D1284","The contractor did a poor job and I am disputing the charge for their services.","OTHERS"
"D1285","The item I received is missing several key features that were advertised.","OTHERS"
"D1286","My card was charged twice at the pump for a single fill-up.","DUPLICATE_CHARGE"
"D1287","I can see two debits for one online course registration.","DUPLICATE_CHARGE"
"D1288","My transaction failed, but the money was deducted and not yet refunded.","FAILED_TRANSACTION"
"D1289","The payment was debited but the merchant system shows it as 'payment failed'.","FAILED_TRANSACTION"
"D1290","My card was used in a different state while I was at home.","FRAUD"
"D1291","An unauthorized charge was made to my card after I used it on an unsecured network.","FRAUD"
"D1292","The refund for the returned electronics has been pending for over 30 days.","REFUND_PENDING"
"D1293","I'm waiting for a reimbursement for a charge that the merchant agreed was an error.","REFUND_PENDING"
"D1294","I have been billed for an item that was supposed to be included in the main package.","OTHERS"
"D1295","This charge is from a restaurant, but the amount is far more than what my bill was.","OTHERS"
"D1296","My monthly donation was processed twice in one week.","DUPLICATE_CHARGE"
"D1297","I believe there was a glitch that led to my card being billed twice.","DUPLICATE_CHARGE"
"D1298","The payment didn't go through but the amount is held against my credit limit.","FAILED_TRANSACTION"
"D1299","My account was debited but the bill payment was not successful.","FAILED_TRANSACTION"
"D1300","I don't recognize this company or the charge. It must be fraud.","FRAUD"
"D1301","This is a fraudulent charge for a digital service I have never heard of.","FRAUD"
"D1302","The company closed down and I am still waiting for my refund on my pre-order.","REFUND_PENDING"
"D1303","I was promised a credit for a service disruption that has not been applied.","REFUND_PENDING"
"D1304","The final invoice includes charges for work that was not performed.","OTHERS"
"D1305","I am being charged for a premium feature that I did not activate.","OTHERS"
"D1306","The auto-debit for my loan was taken twice this month.","DUPLICATE_CHARGE"
"D1307","The payment terminal crashed and it appears to have charged me twice.","DUPLICATE_CHARGE"
"D1308","My transfer was unsuccessful but the money has not been credited back to my account.","FAILED_TRANSACTION"
"D1309","I have been charged but the recipient's account details were incorrect. The money is lost.","FAILED_TRANSACTION"
"D1310","I was the victim of a phishing email, which led to this fraudulent charge.","FRAUD"
"D1311","My card was used for a large cash withdrawal in another country.","FRAUD"
"D1312","The refund for the returned item has not appeared on my statement.","REFUND_PENDING"
"D1313","I have been waiting for a refund for a cancelled subscription for two months.","REFUND_PENDING"
"D1314","The hotel charged me a smoking fee, but I do not smoke.","OTHERS"
"D1315","The item is of substantially lower quality than advertised.","OTHERS"
"D1316","I paid my bill, and then my auto-payment paid it again.","DUPLICATE_CHARGE"
"D1317","I was billed twice for a single mobile app purchase.","DUPLICATE_CHARGE"
"D1318","My payment failed, but the amount was deducted from my bank balance.","FAILED_TRANSACTION"
"D1319","The transaction did not succeed but the money has been taken from my account.","FAILED_TRANSACTION"
"D1320","This unauthorized transaction occurred just after my personal data was breached.","FRAUD"
"D1321","My elderly parent was scammed into making this payment.","FRAUD"
"D1322","I am still waiting for a refund that was confirmed by the merchant via email.","REFUND_PENDING"
"D1323","The credit for my returned order is still being processed, it has been too long.","REFUND_PENDING"
"D1324","I was overcharged for the weight of the vegetables at the grocery store.","OTHERS"
"D1325","This charge is for a service I cancelled according to the provider's own terms.","OTHERS"
"D1326","I was charged twice for the same tank of gas.","DUPLICATE_CHARGE"
"D1327","There are two identical debits for one online transaction.","DUPLICATE_CHARGE"
"D1328","The payment was declined by my bank but the merchant system seems to have charged me anyway.","FAILED_TRANSACTION"
"D1329","The amount was taken from my account but the money transfer did not complete.","FAILED_TRANSACTION"
"D1330","My card was used to make several donations to a charity I have never supported.","FRAUD"
"D1331","I suspect a dishonest employee skimmed my card details at a restaurant.","FRAUD"
"D1332","My refund for a cancelled event has been pending for over 60 days.","REFUND_PENDING"
"D1333","I am still waiting for the reimbursement of a security deposit for a rental.","REFUND_PENDING"
"D1334","The service provided was not completed to a satisfactory standard.","OTHERS"
"D1335","This transaction has an incorrect merchant category code.","OTHERS"
"D1336","A payment was taken on my old card and my new card for the same subscription.","DUPLICATE_CHARGE"
"D1337","The app froze and I was charged twice for the same booking.","DUPLICATE_CHARGE"
"D1338","I was debited but the recharge failed due to a provider issue.","FAILED_TRANSACTION"
"D1339","The transaction shows successful but the merchant claims they have not received the money.","FAILED_TRANSACTION"
"D1340","This charge is for a product I never received. I believe the company is a scam.","FRAUD"
"D1341","An unauthorized cash advance was made on my credit card.","FRAUD"
"D1342","The refund for my undelivered package has been approved but not credited.","REFUND_PENDING"
"D1343","I am awaiting a refund for a faulty item that I returned weeks ago.","REFUND_PENDING"
"D1344","The price I was charged in-store is different from the online price for the same item.","OTHERS"
"D1345","I am disputing this charge due to a breach of contract by the service provider.","OTHERS"
"D1346","My food delivery order was billed twice.","DUPLICATE_CHARGE"
"D1347","I can see two identical charges for my monthly gym membership.","DUPLICATE_CHARGE"
"D1348","My card was charged but the order was not processed.","FAILED_TRANSACTION"
"D1349","The payment did not go through but the amount has not been released from my account.","FAILED_TRANSACTION"
"D1350","This is a fraudulent charge. I was not even in the country when it was made.","FRAUD"
"D1351","My computer was infected with a virus, which led to this unauthorized purchase.","FRAUD"
"D1352","I am still waiting for a promised refund for a service outage.","REFUND_PENDING"
"D1353","The merchant's return system is down and I cannot get my refund.","REFUND_PENDING"
"D1354","The vehicle I was given was a lower category than what I paid for.","OTHERS"
"D1355","The subscription was auto-renewed against my explicit instruction to cancel.","OTHERS"
"D1356","My card was charged twice in quick succession at the same merchant.","DUPLICATE_CHARGE"
"D1357","A single click on the 'pay' button resulted in two charges.","DUPLICATE_CHARGE"
"D1358","The money was debited but the ticket was not issued due to an error.","FAILED_TRANSACTION"
"D1359","The transaction is stuck, the money is gone, and the merchant has not been paid.","FAILED_TRANSACTION"
"D1360","My card information was stolen and used to buy gift cards online.","FRAUD"
"D1361","This transaction was made by someone who has stolen my identity.","FRAUD"
"D1362","My refund for a cancelled trip is still pending approval.","REFUND_PENDING"
"D1363","The seller is ignoring my emails regarding the refund for a returned item.","REFUND_PENDING"
"D1364","I was charged for a three-course meal but the dessert was not served.","OTHERS"
"D1365","The company is not honouring its 'money back guarantee'.","OTHERS"
"D1366","My wife's card and my card were both charged for the same family dinner.","DUPLICATE_CHARGE"
"D1367","I was billed twice for a digital subscription in the same month.","DUPLICATE_CHARGE"
"D1368","The payment was debited, but the transfer did not go through to the beneficiary.","FAILED_TRANSACTION"
"D1369","My account was charged but the merchant's website says 'payment declined'.","FAILED_TRANSACTION"
"D1370","I found this unauthorized charge on my elderly father's bank statement.","FRAUD"
"D1371","Someone used my details to sign up for a service and this is the charge.","FRAUD"
"D1372","I am still waiting for a refund for a product that was recalled.","REFUND_PENDING"
"D1373","The credit for a cancelled order has not been applied to my account yet.","REFUND_PENDING"
"D1374","The 'final' bill from the contractor included a number of unexpected charges.","OTHERS"
"D1375","I'm disputing the condition of the rental property for which I was charged.","OTHERS"
"D1376","I was billed twice for a single entry to the car park.","DUPLICATE_CHARGE"
"D1377","A single grocery shop has appeared twice on my bank statement.","DUPLICATE_CHARGE"
"D1378","My transfer to my own account in another bank failed, but the money was deducted.","FAILED_TRANSACTION"
"D1379","The transaction failed, but the amount is still being held as a pending charge.","FAILED_TRANSACTION"
"D1380","This is a fraudulent charge for an item I never ordered or received.","FRAUD"
"D1381","My card was used to make a political donation that I did not approve.","FRAUD"
"D1382","I am waiting for a refund that was agreed upon during a mediation with the seller.","REFUND_PENDING"
"D1383","The refund for a duplicate transaction is still pending from last month.","REFUND_PENDING"
"D1384","I have been overcharged for my mobile data usage this month.","OTHERS"
"D1385","The service provided was not what was promised in the contract.","OTHERS"
"D1386","My card was charged twice for the same set of tickets.","DUPLICATE_CHARGE"
"D1387","I can see two identical payments to the same online service.","DUPLICATE_CHARGE"
"D1388","The money has been debited, but my bill is still showing as due.","FAILED_TRANSACTION"
"D1389","The payment from my account was successful, but the merchant never received it.","FAILED_TRANSACTION"
"D1390","My account has been compromised. This transaction is a result of that breach.","FRAUD"
"D1391","This charge is for a fake anti-virus software that scammed me.","FRAUD"
"D1392","The refund for a returned gift is still not processed.","REFUND_PENDING"
"D1393","I'm still waiting for a credit from my utility company for an overpayment.","REFUND_PENDING"
"D1394","The final price was much higher than the verbal estimate I was given.","OTHERS"
"D1395","The item arrived with parts missing, and the seller is unresponsive.","OTHERS"
"D1396","A single order was split into two shipments and I was charged twice for the full order.","DUPLICATE_CHARGE"
"D1397","The network was bad and it seems the payment went through twice.","DUPLICATE_CHARGE"
"D1398","My account was debited for a transfer that failed to process.","FAILED_TRANSACTION"
"D1399","I was charged, but the recipient's account is frozen and did not receive the money.","FAILED_TRANSACTION"
"D1400","I don't recognize this debit. Please investigate this as a potential fraud.","FRAUD"
"D1401","This is a fraudulent charge from a merchant pretending to be a well-known brand.","FRAUD"
"D1402","The company promised a refund within 14 days. It is now day 30.","REFUND_PENDING"
"D1403","I am waiting for the refund for an event that was cancelled by the organizers.","REFUND_PENDING"
"D1404","I was billed for drinks from the mini-bar, but I never took any.","OTHERS"
"D1405","The car I rented had a mechanical issue. I am disputing the charge for the rental.","OTHERS"
"D1406","My card was charged for my order, and my PayPal account was charged too.","DUPLICATE_CHARGE"
"D1407","The vending machine took my money but did not dispense the item, so I tried again. I was charged twice.","DUPLICATE_CHARGE"
"D1408","My online payment failed but the debit is reflecting in my account.","FAILED_TRANSACTION"
"D1409","The payment did not go through, but the amount has not been refunded.","FAILED_TRANSACTION"
"D1410","I was scammed by a person on a classifieds site. This is the payment I made.","FRAUD"
"D1411","This unauthorized transaction was made using a cloned version of my card.","FRAUD"
"D1412","The credit for my returned clothing has still not been processed.","REFUND_PENDING"
"D1413","I am waiting for a refund for a duplicate charge that happened last week.","REFUND_PENDING"
"D1414","The gym is still charging me even though I cancelled my membership in writing.","OTHERS"
"D1415","The repair job was incomplete but I was charged the full amount.","OTHERS"
"D1416","I have two identical pending authorizations for one hotel stay.","DUPLICATE_CHARGE"
"D1417","My subscription fee was taken out twice in the same billing cycle.","DUPLICATE_CHARGE"
"D1418","The money was debited but the merchant's gateway declined the payment.","FAILED_TRANSACTION"
"D1419","The transaction failed but the amount is still reserved on my card.","FAILED_TRANSACTION"
"D1420","This charge is from a fake website designed to look like a real one.","FRAUD"
"D1421","An unauthorized in-app purchase was made on my son's phone.","FRAUD"
"D1422","I was told my refund was processed, but it has not appeared in my account.","REFUND_PENDING"
"D1423","I am waiting for a credit for an item that was missing from my delivery.","REFUND_PENDING"
"D1424","The taxi driver took a much longer route than necessary and overcharged me.","OTHERS"
"D1425","I am disputing this charge due to the unprofessional conduct of the service provider.","OTHERS"
"D1426","I was billed twice for a single visit to the doctor.","DUPLICATE_CHARGE"
"D1427","A payment error resulted in a duplicate transaction on my account.","DUPLICATE_CHARGE"
"D1428","My account was debited for a transaction that failed due to a timeout.","FAILED_TRANSACTION"
"D1429","The funds transfer failed but the money has not been returned to my account.","FAILED_TRANSACTION"
"D1430","This fraudulent charge was made while I was out of the country.","FRAUD"
"D1431","My card was used to buy something from a merchant I have never heard of.","FRAUD"
"D1432","The refund for a cancelled booking is still not reflected in my account balance.","REFUND_PENDING"
"D1433","I am waiting for a reimbursement for a product that was damaged on arrival.","REFUND_PENDING"
